Jurisdiction,Date,Mean,Lower,Upper,date_model_run
Canada - Quebec,2020-04-20,140,98,173,2020-04-17
Canada - Quebec,2020-04-21,149,96,203,2020-04-17
Canada - Quebec,2020-04-22,149,94,213,2020-04-17
Canada - Quebec,2020-04-23,144,91,238,2020-04-17
Canada - Quebec,2020-04-24,140,90,197,2020-04-17
Canada - Quebec,2020-04-25,139,86,204,2020-04-17
Canada - Quebec,2020-04-26,139,80,198,2020-04-17
Canada - Quebec,2020-04-27,137,76,204,2020-04-17
Canada - Quebec,2020-04-28,133,74,205,2020-04-17
Canada - Quebec,2020-04-29,132,69,208,2020-04-17
Canada - Quebec,2020-04-30,134,68,209,2020-04-17
Canada - Ontario,2020-03-11,1,,,2020-04-17
Canada - Ontario,2020-03-12,0,,,2020-04-17
Canada - Ontario,2020-03-13,0,,,2020-04-17
Canada - Ontario,2020-03-14,0,,,2020-04-17
Canada - Ontario,2020-03-15,0,,,2020-04-17
Canada - Ontario,2020-03-16,0,,,2020-04-17
Canada - Ontario,2020-03-17,0,,,2020-04-17
Canada - Ontario,2020-03-18,0,,,2020-04-17
Canada - Ontario,2020-03-19,1,,,2020-04-17
Canada - Ontario,2020-03-20,0,,,2020-04-17
Canada - Ontario,2020-03-21,1,,,2020-04-17
Canada - Ontario,2020-03-22,3,,,2020-04-17
Canada - Ontario,2020-03-23,0,,,2020-04-17
Canada - Ontario,2020-03-24,2,,,2020-04-17
Canada - Ontario,2020-03-25,5,,,2020-04-17
Canada - Ontario,2020-03-26,2,,,2020-04-17
Canada - Ontario,2020-03-27,3,,,2020-04-17
Canada - Ontario,2020-03-28,1,,,2020-04-17
Canada - Ontario,2020-03-29,4,,,2020-04-17
Canada - Ontario,2020-03-30,11,,,2020-04-17
Canada - Ontario,2020-03-31,24,,,2020-04-17
Canada - Ontario,2020-04-01,13,,,2020-04-17
Canada - Ontario,2020-04-02,14,,,2020-04-17
Canada - Ontario,2020-04-03,18,,,2020-04-17
Canada - Ontario,2020-04-04,30,,,2020-04-17
Canada - Ontario,2020-04-05,8,,,2020-04-17
Canada - Ontario,2020-04-06,21,,,2020-04-17
Canada - Ontario,2020-04-07,27,,,2020-04-17
Canada - Ontario,2020-04-08,22,,,2020-04-17
Canada - Ontario,2020-04-09,22,,,2020-04-17
Canada - Ontario,2020-04-10,36,,,2020-04-17
Canada - Ontario,2020-04-11,21,,,2020-04-17
Canada - Ontario,2020-04-12,13,,,2020-04-17
Canada - Ontario,2020-04-13,30,,,2020-04-17
Canada - Ontario,2020-04-14,65,,,2020-04-17
Canada - Ontario,2020-04-15,48,,,2020-04-17
Canada - Ontario,2020-04-16,53,,,2020-04-17
Canada - Ontario,2020-04-17,51,40,57,2020-04-17
Canada - Ontario,2020-04-18,50,41,62,2020-04-17
Canada - Ontario,2020-04-19,50,40,62,2020-04-17
Canada - Ontario,2020-04-20,50,39,60,2020-04-17
Canada - Ontario,2020-04-21,49,37,61,2020-04-17
Canada - Ontario,2020-04-22,48,37,61,2020-04-17
Canada - Ontario,2020-04-23,47,37,62,2020-04-17
Canada - Ontario,2020-04-24,47,36,58,2020-04-17
Canada - Ontario,2020-04-25,48,34,61,2020-04-17
Canada - Ontario,2020-04-26,48,33,65,2020-04-17
Canada - Ontario,2020-04-27,49,33,69,2020-04-17
Canada - Ontario,2020-04-28,51,33,73,2020-04-17
Canada - Ontario,2020-04-29,53,33,78,2020-04-17
Canada - Ontario,2020-04-30,55,34,83,2020-04-17
Canada - Alberta,2020-03-19,1,,,2020-04-17
Canada - Alberta,2020-03-20,0,,,2020-04-17
Canada - Alberta,2020-03-21,0,,,2020-04-17
Canada - Alberta,2020-03-22,0,,,2020-04-17
Canada - Alberta,2020-03-23,0,,,2020-04-17
Canada - Alberta,2020-03-24,1,,,2020-04-17
Canada - Alberta,2020-03-25,0,,,2020-04-17
Canada - Alberta,2020-03-26,0,,,2020-04-17
Canada - Alberta,2020-03-27,0,,,2020-04-17
Canada - Alberta,2020-03-28,0,,,2020-04-17
Canada - Alberta,2020-03-29,1,,,2020-04-17
Canada - Alberta,2020-03-30,5,,,2020-04-17
Canada - Alberta,2020-03-31,1,,,2020-04-17
Canada - Alberta,2020-04-01,2,,,2020-04-17
Canada - Alberta,2020-04-02,2,,,2020-04-17
Canada - Alberta,2020-04-03,5,,,2020-04-17
Canada - Alberta,2020-04-04,2,,,2020-04-17
Canada - Alberta,2020-04-05,3,,,2020-04-17
Canada - Alberta,2020-04-06,1,,,2020-04-17
Canada - Alberta,2020-04-07,2,,,2020-04-17
Canada - Alberta,2020-04-08,3,,,2020-04-17
Canada - Alberta,2020-04-09,3,,,2020-04-17
Canada - Alberta,2020-04-10,7,,,2020-04-17
Canada - Alberta,2020-04-11,1,,,2020-04-17
Canada - Alberta,2020-04-12,4,,,2020-04-17
Canada - Alberta,2020-04-13,2,,,2020-04-17
Canada - Alberta,2020-04-14,2,,,2020-04-17
Canada - Alberta,2020-04-15,0,,,2020-04-17
Canada - Alberta,2020-04-16,2,,,2020-04-17
Canada - Alberta,2020-04-17,4,3,,2020-04-17
Canada - Alberta,2020-04-18,4,3,5,2020-04-17
Canada - Alberta,2020-04-19,4,3,5,2020-04-17
Canada - Alberta,2020-04-20,3,,4,2020-04-17
Canada - Alberta,2020-04-21,3,2,4,2020-04-17
Canada - Alberta,2020-04-22,4,2,,2020-04-17
Canada - Alberta,2020-04-23,4,2,5,2020-04-17
Canada - Alberta,2020-04-24,4,2,5,2020-04-17
Canada - Alberta,2020-04-25,4,2,5,2020-04-17
Canada - Alberta,2020-04-26,4,2,6,2020-04-17
Canada - Alberta,2020-04-27,4,2,6,2020-04-17
Canada - Alberta,2020-04-28,4,2,6,2020-04-17
Canada - Alberta,2020-04-29,5,2,7,2020-04-17
Canada - Alberta,2020-04-30,5,2,7,2020-04-17
Canada - British Columbia,2020-03-08,1,,,2020-04-17
Canada - British Columbia,2020-03-09,0,,,2020-04-17
Canada - British Columbia,2020-03-10,0,,,2020-04-17
Canada - British Columbia,2020-03-11,0,,,2020-04-17
Canada - British Columbia,2020-03-12,0,,,2020-04-17
Canada - British Columbia,2020-03-13,0,,,2020-04-17
Canada - British Columbia,2020-03-14,0,,,2020-04-17
Canada - British Columbia,2020-03-15,0,,,2020-04-17
Canada - British Columbia,2020-03-16,3,,,2020-04-17
Canada - British Columbia,2020-03-17,3,,,2020-04-17
Canada - British Columbia,2020-03-18,0,,,2020-04-17
Canada - British Columbia,2020-03-19,1,,,2020-04-17
Canada - British Columbia,2020-03-20,1,,,2020-04-17
Canada - British Columbia,2020-03-21,1,,,2020-04-17
Canada - British Columbia,2020-03-22,0,,,2020-04-17
Canada - British Columbia,2020-03-23,3,,,2020-04-17
Canada - British Columbia,2020-03-24,0,,,2020-04-17
Canada - British Columbia,2020-03-25,1,,,2020-04-17
Canada - British Columbia,2020-03-26,0,,,2020-04-17
Canada - British Columbia,2020-03-27,2,,,2020-04-17
Canada - British Columbia,2020-03-28,1,,,2020-04-17
Canada - British Columbia,2020-03-29,0,,,2020-04-17
Canada - British Columbia,2020-03-30,2,,,2020-04-17
Canada - British Columbia,2020-03-31,5,,,2020-04-17
Canada - British Columbia,2020-04-01,1,,,2020-04-17
Canada - British Columbia,2020-04-02,6,,,2020-04-17
Canada - British Columbia,2020-04-03,4,,,2020-04-17
Canada - British Columbia,2020-04-04,3,,,2020-04-17
Canada - British Columbia,2020-04-05,0,,,2020-04-17
Canada - British Columbia,2020-04-06,1,,,2020-04-17
Canada - British Columbia,2020-04-07,4,,,2020-04-17
Canada - British Columbia,2020-04-08,5,,,2020-04-17
Canada - British Columbia,2020-04-09,2,,,2020-04-17
Canada - British Columbia,2020-04-10,5,,,2020-04-17
Canada - British Columbia,2020-04-11,3,,,2020-04-17
Canada - British Columbia,2020-04-12,0,,,2020-04-17
Canada - British Columbia,2020-04-13,11,,,2020-04-17
Canada - British Columbia,2020-04-14,3,,,2020-04-17
Canada - British Columbia,2020-04-15,3,,,2020-04-17
Canada - British Columbia,2020-04-16,2,,,2020-04-17
Canada - British Columbia,2020-04-17,5,4,,2020-04-17
Canada - British Columbia,2020-04-18,5,4,6,2020-04-17
Canada - British Columbia,2020-04-19,5,4,6,2020-04-17
Canada - British Columbia,2020-04-20,5,4,6,2020-04-17
Canada - British Columbia,2020-04-21,5,4,6,2020-04-17
Canada - British Columbia,2020-04-22,5,3,7,2020-04-17
Canada - British Columbia,2020-04-23,5,3,7,2020-04-17
Canada - British Columbia,2020-04-24,5,3,8,2020-04-17
Canada - British Columbia,2020-04-25,5,3,8,2020-04-17
Canada - British Columbia,2020-04-26,6,3,9,2020-04-17
Canada - British Columbia,2020-04-27,6,3,9,2020-04-17
Canada - British Columbia,2020-04-28,6,3,10,2020-04-17
Canada - British Columbia,2020-04-29,7,4,10,2020-04-17
Canada - British Columbia,2020-04-30,7,4,11,2020-04-17
Canada,2020-03-08,1,,,2020-04-18
Canada,2020-03-09,0,,,2020-04-18
Canada,2020-03-10,0,,,2020-04-18
Canada,2020-03-11,1,,,2020-04-18
Canada,2020-03-12,0,,,2020-04-18
Canada,2020-03-13,0,,,2020-04-18
Canada,2020-03-14,0,,,2020-04-18
Canada,2020-03-15,0,,,2020-04-18
Canada,2020-03-16,3,,,2020-04-18
Canada,2020-03-17,3,,,2020-04-18
Canada,2020-03-18,1,,,2020-04-18
Canada,2020-03-19,3,,,2020-04-18
Canada,2020-03-20,1,,,2020-04-18
Canada,2020-03-21,5,,,2020-04-18
Canada,2020-03-22,3,,,2020-04-18
Canada,2020-03-23,3,,,2020-04-18
Canada,2020-03-24,3,,,2020-04-18
Canada,2020-03-25,8,,,2020-04-18
Canada,2020-03-26,4,,,2020-04-18
Canada,2020-03-27,16,,,2020-04-18
Canada,2020-03-28,6,,,2020-04-18
Canada,2020-03-29,5,,,2020-04-18
Canada,2020-03-30,24,,,2020-04-18
Canada,2020-03-31,36,,,2020-04-18
Canada,2020-04-01,19,,,2020-04-18
Canada,2020-04-02,25,,,2020-04-18
Canada,2020-04-03,53,,,2020-04-18
Canada,2020-04-04,49,,,2020-04-18
Canada,2020-04-05,30,,,2020-04-18
Canada,2020-04-06,51,,,2020-04-18
Canada,2020-04-07,64,,,2020-04-18
Canada,2020-04-08,55,,,2020-04-18
Canada,2020-04-09,69,,,2020-04-18
Canada,2020-04-10,75,,,2020-04-18
Canada,2020-04-11,74,,,2020-04-18
Canada,2020-04-12,56,,,2020-04-18
Canada,2020-04-13,76,,,2020-04-18
Canada,2020-04-14,145,,,2020-04-18
Canada,2020-04-15,104,,,2020-04-18
Canada,2020-04-16,179,,,2020-04-18
Canada,2020-04-17,116,,,2020-04-18
Canada,2020-04-18,147,109,172,2020-04-18
Canada,2020-04-19,146,113,183,2020-04-18
Canada,2020-04-20,145,121,182,2020-04-18
Canada,2020-04-21,145,108,181,2020-04-18
Canada,2020-04-22,144,113,186,2020-04-18
Canada,2020-04-23,141,107,187,2020-04-18
Canada,2020-04-24,139,112,190,2020-04-18
Canada,2020-04-25,138,110,190,2020-04-18
Canada,2020-04-26,139,109,180,2020-04-18
Canada,2020-04-27,139,102,175,2020-04-18
Canada,2020-04-28,140,101,186,2020-04-18
Canada,2020-04-29,143,98,197,2020-04-18
Canada,2020-04-30,146,96,210,2020-04-18
Canada,2020-05-01,151,96,223,2020-04-18
Canada - Quebec,2020-03-18,1,,,2020-04-18
Canada - Quebec,2020-03-19,0,,,2020-04-18
Canada - Quebec,2020-03-20,0,,,2020-04-18
Canada - Quebec,2020-03-21,3,,,2020-04-18
Canada - Quebec,2020-03-22,0,,,2020-04-18
Canada - Quebec,2020-03-23,0,,,2020-04-18
Canada - Quebec,2020-03-24,0,,,2020-04-18
Canada - Quebec,2020-03-25,2,,,2020-04-18
Canada - Quebec,2020-03-26,2,,,2020-04-18
Canada - Quebec,2020-03-27,10,,,2020-04-18
Canada - Quebec,2020-03-28,4,,,2020-04-18
Canada - Quebec,2020-03-29,0,,,2020-04-18
Canada - Quebec,2020-03-30,3,,,2020-04-18
Canada - Quebec,2020-03-31,6,,,2020-04-18
Canada - Quebec,2020-04-01,2,,,2020-04-18
Canada - Quebec,2020-04-02,3,,,2020-04-18
Canada - Quebec,2020-04-03,25,,,2020-04-18
Canada - Quebec,2020-04-04,14,,,2020-04-18
Canada - Quebec,2020-04-05,19,,,2020-04-18
Canada - Quebec,2020-04-06,27,,,2020-04-18
Canada - Quebec,2020-04-07,29,,,2020-04-18
Canada - Quebec,2020-04-08,25,,,2020-04-18
Canada - Quebec,2020-04-09,41,,,2020-04-18
Canada - Quebec,2020-04-10,25,,,2020-04-18
Canada - Quebec,2020-04-11,48,,,2020-04-18
Canada - Quebec,2020-04-12,39,,,2020-04-18
Canada - Quebec,2020-04-13,32,,,2020-04-18
Canada - Quebec,2020-04-14,75,,,2020-04-18
Canada - Quebec,2020-04-15,52,,,2020-04-18
Canada - Quebec,2020-04-16,122,,,2020-04-18
Canada - Quebec,2020-04-17,79,,,2020-04-18
Canada - Quebec,2020-04-18,109,92,115,2020-04-18
Canada - Quebec,2020-04-19,120,93,133,2020-04-18
Canada - Quebec,2020-04-20,132,92,162,2020-04-18
Canada - Quebec,2020-04-21,142,90,189,2020-04-18
Canada - Quebec,2020-04-22,148,89,220,2020-04-18
Canada - Quebec,2020-04-23,146,86,231,2020-04-18
Canada - Quebec,2020-04-24,140,85,258,2020-04-18
Canada - Quebec,2020-04-25,136,81,189,2020-04-18
Canada - Quebec,2020-04-26,137,75,221,2020-04-18
Canada - Quebec,2020-04-27,135,72,189,2020-04-18
Canada - Quebec,2020-04-28,133,70,216,2020-04-18
Canada - Quebec,2020-04-29,130,65,192,2020-04-18
Canada - Quebec,2020-04-30,129,64,193,2020-04-18
Canada - Quebec,2020-05-01,131,63,182,2020-04-18
Canada - Ontario,2020-03-11,1,,,2020-04-18
Canada - Ontario,2020-03-12,0,,,2020-04-18
Canada - Ontario,2020-03-13,0,,,2020-04-18
Canada - Ontario,2020-03-14,0,,,2020-04-18
Canada - Ontario,2020-03-15,0,,,2020-04-18
Canada - Ontario,2020-03-16,0,,,2020-04-18
Canada - Ontario,2020-03-17,0,,,2020-04-18
Canada - Ontario,2020-03-18,0,,,2020-04-18
Canada - Ontario,2020-03-19,1,,,2020-04-18
Canada - Ontario,2020-03-20,0,,,2020-04-18
Canada - Ontario,2020-03-21,1,,,2020-04-18
Canada - Ontario,2020-03-22,3,,,2020-04-18
Canada - Ontario,2020-03-23,0,,,2020-04-18
Canada - Ontario,2020-03-24,2,,,2020-04-18
Canada - Ontario,2020-03-25,5,,,2020-04-18
Canada - Ontario,2020-03-26,2,,,2020-04-18
Canada - Ontario,2020-03-27,3,,,2020-04-18
Canada - Ontario,2020-03-28,1,,,2020-04-18
Canada - Ontario,2020-03-29,4,,,2020-04-18
Canada - Ontario,2020-03-30,11,,,2020-04-18
Canada - Ontario,2020-03-31,24,,,2020-04-18
Canada - Ontario,2020-04-01,13,,,2020-04-18
Canada - Ontario,2020-04-02,14,,,2020-04-18
Canada - Ontario,2020-04-03,18,,,2020-04-18
Canada - Ontario,2020-04-04,30,,,2020-04-18
Canada - Ontario,2020-04-05,8,,,2020-04-18
Canada - Ontario,2020-04-06,21,,,2020-04-18
Canada - Ontario,2020-04-07,27,,,2020-04-18
Canada - Ontario,2020-04-08,22,,,2020-04-18
Canada - Ontario,2020-04-09,22,,,2020-04-18
Canada - Ontario,2020-04-10,36,,,2020-04-18
Canada - Ontario,2020-04-11,21,,,2020-04-18
Canada - Ontario,2020-04-12,13,,,2020-04-18
Canada - Ontario,2020-04-13,30,,,2020-04-18
Canada - Ontario,2020-04-14,65,,,2020-04-18
Canada - Ontario,2020-04-15,48,,,2020-04-18
Canada - Ontario,2020-04-16,53,,,2020-04-18
Canada - Ontario,2020-04-17,35,,,2020-04-18
Canada - Ontario,2020-04-18,52,41,58,2020-04-18
Canada - Ontario,2020-04-19,52,44,63,2020-04-18
Canada - Ontario,2020-04-20,53,42,66,2020-04-18
Canada - Ontario,2020-04-21,52,41,64,2020-04-18
Canada - Ontario,2020-04-22,51,44,65,2020-04-18
Canada - Ontario,2020-04-23,50,42,66,2020-04-18
Canada - Ontario,2020-04-24,49,40,66,2020-04-18
Canada - Ontario,2020-04-25,50,39,62,2020-04-18
Canada - Ontario,2020-04-26,50,36,61,2020-04-18
Canada - Ontario,2020-04-27,50,36,64,2020-04-18
Canada - Ontario,2020-04-28,52,35,68,2020-04-18
Canada - Ontario,2020-04-29,53,34,73,2020-04-18
Canada - Ontario,2020-04-30,54,34,77,2020-04-18
Canada - Ontario,2020-05-01,57,35,82,2020-04-18
Canada - Alberta,2020-03-19,1,,,2020-04-18
Canada - Alberta,2020-03-20,0,,,2020-04-18
Canada - Alberta,2020-03-21,0,,,2020-04-18
Canada - Alberta,2020-03-22,0,,,2020-04-18
Canada - Alberta,2020-03-23,0,,,2020-04-18
Canada - Alberta,2020-03-24,1,,,2020-04-18
Canada - Alberta,2020-03-25,0,,,2020-04-18
Canada - Alberta,2020-03-26,0,,,2020-04-18
Canada - Alberta,2020-03-27,0,,,2020-04-18
Canada - Alberta,2020-03-28,0,,,2020-04-18
Canada - Alberta,2020-03-29,1,,,2020-04-18
Canada - Alberta,2020-03-30,5,,,2020-04-18
Canada - Alberta,2020-03-31,1,,,2020-04-18
Canada - Alberta,2020-04-01,2,,,2020-04-18
Canada - Alberta,2020-04-02,2,,,2020-04-18
Canada - Alberta,2020-04-03,5,,,2020-04-18
Canada - Alberta,2020-04-04,2,,,2020-04-18
Canada - Alberta,2020-04-05,3,,,2020-04-18
Canada - Alberta,2020-04-06,1,,,2020-04-18
Canada - Alberta,2020-04-07,2,,,2020-04-18
Canada - Alberta,2020-04-08,3,,,2020-04-18
Canada - Alberta,2020-04-09,3,,,2020-04-18
Canada - Alberta,2020-04-10,7,,,2020-04-18
Canada - Alberta,2020-04-11,1,,,2020-04-18
Canada - Alberta,2020-04-12,4,,,2020-04-18
Canada - Alberta,2020-04-13,2,,,2020-04-18
Canada - Alberta,2020-04-14,2,,,2020-04-18
Canada - Alberta,2020-04-15,0,,,2020-04-18
Canada - Alberta,2020-04-16,2,,,2020-04-18
Canada - Alberta,2020-04-17,0,,,2020-04-18
Canada - Alberta,2020-04-18,3,,,2020-04-18
Canada - Alberta,2020-04-19,3,,,2020-04-18
Canada - Alberta,2020-04-20,3,2,4,2020-04-18
Canada - Alberta,2020-04-21,3,2,4,2020-04-18
Canada - Alberta,2020-04-22,3,2,4,2020-04-18
Canada - Alberta,2020-04-23,3,2,4,2020-04-18
Canada - Alberta,2020-04-24,3,2,4,2020-04-18
Canada - Alberta,2020-04-25,3,2,5,2020-04-18
Canada - Alberta,2020-04-26,4,2,5,2020-04-18
Canada - Alberta,2020-04-27,4,2,5,2020-04-18
Canada - Alberta,2020-04-28,4,2,6,2020-04-18
Canada - Alberta,2020-04-29,4,2,6,2020-04-18
Canada - Alberta,2020-04-30,4,2,6,2020-04-18
Canada - Alberta,2020-05-01,4,2,7,2020-04-18
Canada - British Columbia,2020-03-08,1,,,2020-04-18
Canada - British Columbia,2020-03-09,0,,,2020-04-18
Canada - British Columbia,2020-03-10,0,,,2020-04-18
Canada - British Columbia,2020-03-11,0,,,2020-04-18
Canada - British Columbia,2020-03-12,0,,,2020-04-18
Canada - British Columbia,2020-03-13,0,,,2020-04-18
Canada - British Columbia,2020-03-14,0,,,2020-04-18
Canada - British Columbia,2020-03-15,0,,,2020-04-18
Canada - British Columbia,2020-03-16,3,,,2020-04-18
Canada - British Columbia,2020-03-17,3,,,2020-04-18
Canada - British Columbia,2020-03-18,0,,,2020-04-18
Canada - British Columbia,2020-03-19,1,,,2020-04-18
Canada - British Columbia,2020-03-20,1,,,2020-04-18
Canada - British Columbia,2020-03-21,1,,,2020-04-18
Canada - British Columbia,2020-03-22,0,,,2020-04-18
Canada - British Columbia,2020-03-23,3,,,2020-04-18
Canada - British Columbia,2020-03-24,0,,,2020-04-18
Canada - British Columbia,2020-03-25,1,,,2020-04-18
Canada - British Columbia,2020-03-26,0,,,2020-04-18
Canada - British Columbia,2020-03-27,2,,,2020-04-18
Canada - British Columbia,2020-03-28,1,,,2020-04-18
Canada - British Columbia,2020-03-29,0,,,2020-04-18
Canada - British Columbia,2020-03-30,2,,,2020-04-18
Canada - British Columbia,2020-03-31,5,,,2020-04-18
Canada - British Columbia,2020-04-01,1,,,2020-04-18
Canada - British Columbia,2020-04-02,6,,,2020-04-18
Canada - British Columbia,2020-04-03,4,,,2020-04-18
Canada - British Columbia,2020-04-04,3,,,2020-04-18
Canada - British Columbia,2020-04-05,0,,,2020-04-18
Canada - British Columbia,2020-04-06,1,,,2020-04-18
Canada - British Columbia,2020-04-07,4,,,2020-04-18
Canada - British Columbia,2020-04-08,5,,,2020-04-18
Canada - British Columbia,2020-04-09,2,,,2020-04-18
Canada - British Columbia,2020-04-10,5,,,2020-04-18
Canada - British Columbia,2020-04-11,3,,,2020-04-18
Canada - British Columbia,2020-04-12,0,,,2020-04-18
Canada - British Columbia,2020-04-13,11,,,2020-04-18
Canada - British Columbia,2020-04-14,3,,,2020-04-18
Canada - British Columbia,2020-04-15,3,,,2020-04-18
Canada - British Columbia,2020-04-16,2,,,2020-04-18
Canada - British Columbia,2020-04-17,1,,,2020-04-18
Canada - British Columbia,2020-04-18,4,,,2020-04-18
Canada - British Columbia,2020-04-19,4,3,5,2020-04-18
Canada - British Columbia,2020-04-20,4,3,5,2020-04-18
Canada - British Columbia,2020-04-21,4,3,6,2020-04-18
Canada - British Columbia,2020-04-22,4,3,6,2020-04-18
Canada - British Columbia,2020-04-23,4,3,6,2020-04-18
Canada - British Columbia,2020-04-24,5,3,6,2020-04-18
Canada - British Columbia,2020-04-25,5,3,7,2020-04-18
Canada - British Columbia,2020-04-26,5,3,7,2020-04-18
Canada - British Columbia,2020-04-27,5,3,8,2020-04-18
Canada - British Columbia,2020-04-28,5,3,8,2020-04-18
Canada - British Columbia,2020-04-29,6,3,8,2020-04-18
Canada - British Columbia,2020-04-30,6,3,9,2020-04-18
Canada - British Columbia,2020-05-01,6,3,9,2020-04-18
Canada,2020-03-08,1,,,2020-04-19
Canada,2020-03-09,0,,,2020-04-19
Canada,2020-03-10,0,,,2020-04-19
Canada,2020-03-11,1,,,2020-04-19
Canada,2020-03-12,0,,,2020-04-19
Canada,2020-03-13,0,,,2020-04-19
Canada,2020-03-14,0,,,2020-04-19
Canada,2020-03-15,0,,,2020-04-19
Canada,2020-03-16,3,,,2020-04-19
Canada,2020-03-17,3,,,2020-04-19
Canada,2020-03-18,1,,,2020-04-19
Canada,2020-03-19,3,,,2020-04-19
Canada,2020-03-20,1,,,2020-04-19
Canada,2020-03-21,5,,,2020-04-19
Canada,2020-03-22,3,,,2020-04-19
Canada,2020-03-23,3,,,2020-04-19
Canada,2020-03-24,3,,,2020-04-19
Canada,2020-03-25,8,,,2020-04-19
Canada,2020-03-26,4,,,2020-04-19
Canada,2020-03-27,16,,,2020-04-19
Canada,2020-03-28,6,,,2020-04-19
Canada,2020-03-29,5,,,2020-04-19
Canada,2020-03-30,24,,,2020-04-19
Canada,2020-03-31,36,,,2020-04-19
Canada,2020-04-01,19,,,2020-04-19
Canada,2020-04-02,25,,,2020-04-19
Canada,2020-04-03,53,,,2020-04-19
Canada,2020-04-04,49,,,2020-04-19
Canada,2020-04-05,30,,,2020-04-19
Canada,2020-04-06,51,,,2020-04-19
Canada,2020-04-07,64,,,2020-04-19
